stock,variable,year,mean,sd,lower,upper,status
Aristeus_varidens_5,b_div_bmsy,2021,1.0001634865968,0.376274845125165,0.547363623144542,1.73577655573648,Fully fished
Arius_spp_3,b_div_bmsy,2021,2.05414072818439,0.2999477793317,1.25418011465905,3.27907274153373,Underfished
Arius_spp_4,b_div_bmsy,2021,0.477789987049101,0.520640907375192,0.215676940431972,1.09917217569561,Overfished
Arius_spp1,b_div_bmsy,2021,1.00772644167061,0.294847026152828,0.620137400077734,1.62236723163747,Fully fished
Brachydeuterus_auritus_1,b_div_bmsy,2021,0.299246415973626,0.762257226606683,0.0843135954026829,0.982150428881062,Overfished
Brachydeuterus_auritus_4,b_div_bmsy,2021,1.93461330552691,0.37891050713811,1.02362142891902,3.42428746010665,Underfished
Cephalopholis_Taeniops_1,b_div_bmsy,2021,1.41580485694435,0.20113941743003,1.01817690574675,1.94838125492639,Underfished
Cynoglossus_spp_3,b_div_bmsy,2021,1.47160140782299,0.525905990598954,0.641831221115152,3.38097354599232,Underfished
Cynoglossus_spp_4,b_div_bmsy,2021,8.3290357779512e-10,0.0385711960866519,7.92039043519206e-10,8.96880358349941e-10,Overfished
Dentex_macrophthalmus_4,b_div_bmsy,2021,1.0748490193924,0.449768762399891,0.515106895154753,2.17346035769702,Fully fished
Dentex_spp_3,b_div_bmsy,2021,0.112040363121947,0.210822715965553,0.0805869075176384,0.155593950059413,Overfished
Dentex_spp_4,b_div_bmsy,2021,0.154225190616332,0.414987866321939,0.0762133077043555,0.28630016061731,Overfished
Diplodus_spp1,b_div_bmsy,2021,0.478781811282831,0.227637172582681,0.353116443259302,0.725843957445861,Overfished
Galeoides_decadactylus_3,b_div_bmsy,2021,1.99066478151588,0.56401868427774,0.760952424554779,4.64917886330764,Underfished
Galeoides_decadactylus_4,b_div_bmsy,2021,0.367116660477846,0.316225455808681,0.225908922214485,0.610452020715414,Overfished
Merluccius_polli_4,b_div_bmsy,2021,1.69588002252411,0.498426695208999,0.744932799906815,3.56984262752048,Underfished
Pagellus_bellottii_4,b_div_bmsy,2021,0.337073982372649,0.66085724591353,0.12488309930513,1.00371666151099,Overfished
Pagellus_spp_3,b_div_bmsy,2021,0.0232811778478615,0.351832441480871,0.0131170314945464,0.0403672784266222,Overfished
Parapenaeus_longirostris_5,b_div_bmsy,2021,0.451264628296222,0.23598432900709,0.31360417214191,0.667332884337032,Overfished
Penaeus_notialis_5,b_div_bmsy,2021,0.165444621875884,0.374763857074337,0.108155121394862,0.354286669966864,Overfished
Pomadasys_spp_3,b_div_bmsy,2021,2.21811973539121,0.205976068034898,1.61230480231419,3.09901873921926,Underfished
Pomadasys_spp_4,b_div_bmsy,2021,1.06277682816791,0.339350670710311,0.621998999908498,1.83853273722702,Fully fished
Pseudotolithus_spp_3,b_div_bmsy,2021,1.32836687816708,0.137712720874854,1.08070632104553,1.68656351272727,Underfished
Pseudotolithus_spp_4,b_div_bmsy,2021,0.654042534537105,0.30367252232408,0.399752978057765,1.04148888311166,Overfished
Pseudotolithus_spp1,b_div_bmsy,2021,0.548166522842849,0.391344028767886,0.29665209504282,1.01987822090921,Overfished
Pseudupeneus_prayensis_1,b_div_bmsy,2021,1.13373631768589,0.286409105862834,0.723558436023679,1.78058965110167,Fully fished
Sepia_spp_6,b_div_bmsy,2021,0.480455167117134,0.301517208910347,0.295612075103547,0.768887582109858,Overfished
Seriola_spp_1,b_div_bmsy,2021,1.916352929469,0.234900277265802,1.25940079229691,2.76359594245974,Underfished
Sparidae_1,b_div_bmsy,2021,0.456445518220648,0.269438221593233,0.294164587832694,0.691207144812244,Overfished
